loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
mpvH1HBR-LvNp,Medical,B,5600,11.86,0,0.1,gfBjgucb-ztQF,mpvH1HBR-LvNp,Xi25e1wy-brdb
qXW5o9Uh-tIfq,Personal,D,14000,16.29,0,0.16,UwhNAnai-OzlS,qXW5o9Uh-tIfq,6zEGWDNX-oGT4
XUHK6ooy-wCh6,Homeimprovement,A,6000,7.4,0,0.06,gSOFDCz7-P8ER,XUHK6ooy-wCh6,xbmUIiRz-z35i
c9An6L1f-YJAP,Debtconsolidation,B,10000,NULL,0,0.16,97hgjJvx-Tt0H,c9An6L1f-YJAP,6ggD6lwv-GwX2
9GoXRx1P-wLQo,Education,C,3000,13.47,0,0.06,nxlvWwuk-W2W9,9GoXRx1P-wLQo,6CoyBulL-msFT
gPHOh4jk-vBpd,Medical,D,5300,15.28,1,0.18,HIMt5Tsz-r9tA,gPHOh4jk-vBpd,uu14UFuN-EzyS
iEHuKufD-Rfty,Personal,B,3000,11.89,0,0.05,nmoEPB7z-5fGw,iEHuKufD-Rfty,s7RvADhv-9840
XMAdjfrS-lFBL,Venture,A,12000,6.17,0,0.24,WavkUHWd-tktQ,XMAdjfrS-lFBL,KWaywcw6-PwFx
GYAFNn9F-OSO5,Venture,A,10000,9.32,0,0.17,NuXccf8Q-7nDU,GYAFNn9F-OSO5,AP1dbqoD-PP4J
bUAJ0BQY-gxSd,Personal,C,NULL,12.73,0,0.4,Sy3q64F8-MbDw,bUAJ0BQY-gxSd,MO4YNYfh-IeFf
9ElWNylm-MTgP,Venture,F,4000,20.89,1,0.06,iyGytLTW-Sn7G,9ElWNylm-MTgP,zvjGyRBJ-0D2E
F9PTwtcT-aFDH,Personal,B,12000,12.18,0,0.2,TCgMmzjA-MGgZ,F9PTwtcT-aFDH,vTtmsnFb-GMtO
oDUlWl57-iuJE,Education,A,12000,5.79,1,0.4,0XKlDR9M-aFn8,oDUlWl57-iuJE,hma6uaTx-P5oC
mS5Ox5hA-WXRZ,Personal,A,10000,7.49,0,0.11,5M5uIwW2-7m6X,mS5Ox5hA-WXRZ,sq0li2ZD-Isa8
8Mnvq9pZ-rhCf,Medical,B,24000,10.75,1,0.4,nCuCZYni-eXxK,8Mnvq9pZ-rhCf,7a4KIL5C-KrsK
IBGdlxyQ-b5kf,Homeimprovement,B,9450,10.99,0,0.12,hylztlag-6sHe,IBGdlxyQ-b5kf,P0GDOhNu-F0zY
4olDPgOy-GlIv,Medical,B,10000,10.25,1,0.41,qH9bal17-eaAX,4olDPgOy-GlIv,axMobyKb-gh8e
lJhWNcj4-8bXc,Homeimprovement,A,10000,9.63,0,0.2,SGPAs6dO-BYkL,lJhWNcj4-8bXc,BJsCHTXo-12QX
uKDjH2Q9-yUnq,Education,C,12025,13.49,0,0.12,bC4j6EL3-DEOS,uKDjH2Q9-yUnq,os7oHMI1-HGL6
7ij7GAjj-LJWz,Personal,A,4800,9.63,0,0.04,vCfClMCD-FrbN,7ij7GAjj-LJWz,L5Mq3oDR-N6CY
DhmTLOCf-5RFt,Venture,C,NULL,5.42,0,0.08,4zb3m0Ej-RRTZ,DhmTLOCf-5RFt,rr9vKAh8-lx8w
7MoCWe9y-5JqJ,Education,B,6000,11.49,0,0.11,zfZsf8PM-yhN2,7MoCWe9y-5JqJ,6MhvsFrN-PWwb
lhU33sSO-mvhN,Personal,D,10000,14.91,0,0.19,eRWBfkjN-67xJ,lhU33sSO-mvhN,ogpRlf7d-IYbJ
qQ9FeUw7-CJwB,Personal,D,10500,15.58,1,0.24,H5xKXcpL-6a1b,qQ9FeUw7-CJwB,5pCLO2oH-v1Pw
8U2hvJyL-FeOc,Education,D,12000,14.54,0,0.25,G8zg6gsE-1qrc,8U2hvJyL-FeOc,NizOqLa5-DN5E
Guw8Xb6Z-Wh6u,Homeimprovement,A,5000,6.03,0,0.07,oQxQydKv-wuD3,Guw8Xb6Z-Wh6u,7Cw48RxH-mihT
u7fxx5qN-7iEy,Medical,C,9000,14.65,1,0.09,AjX60ZMk-SH6i,u7fxx5qN-7iEy,DhW1qbG2-Mdg7
rS2FcZn0-IRSl,Venture,B,12000,10.25,0,0.17,BbSz0g4n-NPKx,rS2FcZn0-IRSl,klbO8Gt9-OEBA
7E6Qrked-1cSo,Education,B,6000,9.99,NULL,0.06,cbRX5WDZ-kGoG,7E6Qrked-1cSo,ZCQSyRRR-lqFG
vNWqpCxx-XFqd,Medical,B,2000,10.37,0,0.05,H3r8Rm8A-dxnI,vNWqpCxx-XFqd,OlSaN4c9-wI4F
tvaBDUUy-6ZDw,Personal,B,10000,11.83,0,0.18,l7wjkEwq-EOr5,tvaBDUUy-6ZDw,do1lNGJW-Iq0C
zMjoY9cv-ZomW,Personal,C,1000,14.27,0,0.02,aozeexaW-CRd3,zMjoY9cv-ZomW,3uFE8viK-dZ8d
CUGMWpN0-bWzb,Personal,D,25000,15.57,0,0.36,IcXIOTZr-GpMJ,CUGMWpN0-bWzb,tx1RtmkC-TX5w
gcRxhiqi-CYZZ,Debtconsolidation,B,15000,9.99,0,0.3,WStTbJrq-i5xZ,gcRxhiqi-CYZZ,mjZvT2Jw-Jrgw
RryxuQ0R-IQh3,Debtconsolidation,A,5000,7.88,0,0.1,yznZPYE4-NmaU,RryxuQ0R-IQh3,KhhSzOxb-uREF
KThPtJI8-Ol05,Medical,B,7200,9.91,0,0.19,tm8vXIE1-SEgM,KThPtJI8-Ol05,wIwEpJGT-FPXb
6ujJWxDg-fpjG,Debtconsolidation,A,8000,7.88,0,0.12,lCngxZQO-7S2y,6ujJWxDg-fpjG,PsByALaz-whR9
sfJuvZ23-WRrX,Debtconsolidation,A,4400,7.4,0,0.05,yvIkctME-Y9vP,sfJuvZ23-WRrX,fERciUwa-fBj9
7olA1CGG-PHCN,Personal,A,6000,NULL,1,0.31,B8yFWIco-KfQZ,7olA1CGG-PHCN,mByv7Za2-alEE
bC20qlNO-JKei,Education,B,4000,11.83,0,0.07,J9vBvHiJ-AF6C,bC20qlNO-JKei,qC5HHfBw-eLcl
ryx6sr79-UdTL,Medical,C,2000,13.22,1,0.5,LB3yKDvd-1gS3,ryx6sr79-UdTL,FaPfQLod-OO2m
wIjET7Rg-W2sS,Personal,A,13000,5.42,0,0.13,vIBKFsvY-U8wQ,wIjET7Rg-W2sS,oKURpAGC-08gk
xFnRJ47o-51Jd,Debtconsolidation,A,11600,6.99,0,0.17,Swhrxh6p-22X6,xFnRJ47o-51Jd,IN5a1x4H-jJ1k
7kHoo2Ug-10ch,Venture,A,15000,8.94,0,0.13,ER966g7P-4x3I,7kHoo2Ug-10ch,iEWt9pcm-vgPU
m0Bf1vyo-yD5q,Medical,C,20000,14.26,0,0.11,BIdYzHIq-hgRb,m0Bf1vyo-yD5q,qxfbx2eZ-Su9A
O2XLzCC0-jGNx,Personal,B,10000,11.46,0,0.19,EO3iiXwk-bFGr,O2XLzCC0-jGNx,2oZoWm37-ZzNk
kuLb9O5T-0pRp,Personal,A,12000,7.88,0,0.12,ZLoLuAPy-veXt,kuLb9O5T-0pRp,cX1opoDv-5pBY
OwEwxtC4-l9ki,Medical,D,25000,15.37,1,0.32,SY5fSU42-hLne,OwEwxtC4-l9ki,CGWS1s5j-2PET
0GbujzHs-Ykgd,Education,B,8000,NULL,0,0.15,r3WDH9Gq-70Cr,0GbujzHs-Ykgd,CdllSDQ4-vU3O
fxGCJhRo-1is3,Homeimprovement,C,7550,13.22,1,0.25,pU7P7Q10-J08e,fxGCJhRo-1is3,D4hKqS13-xmz9
ZulJRx1F-07L0,Venture,B,20000,10.74,1,0.31,8BcXkd0M-PZaS,ZulJRx1F-07L0,qTkeXfJc-A5js
K7dQoKss-OLOU,Homeimprovement,B,9000,12.42,0,0.19,Njev3CuM-av3Y,K7dQoKss-OLOU,ql1KXldP-z28g
0aqOJPUS-jrWv,Debtconsolidation,D,5000,14.42,1,0.17,JKQOJKID-vjBd,0aqOJPUS-jrWv,wcUfBHIj-vKIo
HEEoR41M-pY5M,Homeimprovement,B,7500,9.76,1,0.1,YKwyfBBQ-vcqS,HEEoR41M-pY5M,4FNReP2c-yZ0P
8LP9q8Jn-kmz6,Education,A,1000,8.9,0,0.08,Tl6P6N3D-8ORx,8LP9q8Jn-kmz6,FbaM9flI-c2ah
zQIqW43u-Dt7r,Debtconsolidation,B,15000,11.48,0,0.18,TZ6chalR-RhTX,zQIqW43u-Dt7r,R25KLSFd-Nol9
wn369t0J-nJ8N,Debtconsolidation,C,15000,6,0,0.24,y6h2w8wM-XL2q,wn369t0J-nJ8N,J5gmLDuO-rWcu
9HAI9vS3-lciq,Education,A,9000,16.77,NULL,0.13,IHLz8QBX-XRxi,9HAI9vS3-lciq,wq9kwr0Y-LUwm
OjAWbc1W-vbEX,Debtconsolidation,B,2500,NULL,0,0.06,d5cgiEqo-lu6F,OjAWbc1W-vbEX,PCtO3Ze3-KRe2
rTw9nmoZ-6zIL,Medical,C,10000,13.61,0,0.1,E7f57dHs-ujBC,rTw9nmoZ-6zIL,uh4hU7eS-qdk2
5dtz3zsF-Qtou,Education,B,5000,11.14,0,0.17,BTr9sFAv-I0Tt,5dtz3zsF-Qtou,awhGWyBu-KJSE
5EpGhhAn-9A5K,Education,B,8000,9.83,0,0.22,4Wh5u24t-4GbB,5EpGhhAn-9A5K,DCLNHMkZ-23vc
SPHAlO3w-SeGJ,Venture,A,4000,8,0,0.06,KRb0pOMu-yfky,SPHAlO3w-SeGJ,azzfX0ZB-NfAS
prPS4kEl-jLLf,Education,A,4000,6.92,0,0.08,BzTNbyzw-0K4I,prPS4kEl-jLLf,O37gw52q-rGb6
co7Z3nhY-Jv3J,Venture,A,2300,NULL,0,0.03,iroDpBrB-pOko,co7Z3nhY-Jv3J,CFz8LCLY-rQan
6xCz8fKa-cppi,Personal,B,5600,12.18,1,0.47,w1b8APET-prJZ,6xCz8fKa-cppi,RU5y20ej-gKmm
hkcewIQd-B0YK,Venture,C,2200,15.27,0,0.05,2ksUhCCf-615j,hkcewIQd-B0YK,deQOXCfE-hbyi
SJCHbeJL-s1DY,Medical,A,14000,7.49,0,0.16,dOpaOtKW-0JEG,SJCHbeJL-s1DY,k2oifQKh-AxNS
2liqFbOS-qIUW,Education,B,10000,9.88,0,0.29,d99bBen0-cYnq,2liqFbOS-qIUW,iBU5zb1N-ttps
2i5cOnpZ-WzNd,Medical,D,15000,15.37,1,0.14,Br2HnZPZ-WjG7,2i5cOnpZ-WzNd,a4LuHPk3-swJq
rjul86Pn-1OWZ,Education,A,9925,9.63,0,0.21,hNKrXuLB-SY22,rjul86Pn-1OWZ,WYCxJAyd-AeM7
lbrkldDU-mJBg,Personal,D,20000,17.58,1,0.23,OIjPcUyw-QC3K,lbrkldDU-mJBg,J6OXfKwn-SpF7
jqhaXhua-d1Oa,Debtconsolidation,A,7000,7.91,0,0.07,BvW0MsqW-wSUO,jqhaXhua-d1Oa,LYl0feY0-Tp4R
T2XlbgHv-YMhs,Medical,A,4000,6.76,0,0.08,9YBYhIZj-gcbL,T2XlbgHv-YMhs,8c7fNhj5-L0mq
SOOfPP2X-UWIu,Debtconsolidation,B,12000,10.39,1,0.35,rsB2x16M-K7Z3,SOOfPP2X-UWIu,PxFGp2FO-8IZC
S6FhkU3A-Lkn0,Homeimprovement,F,25000,18.3,0,0.07,n4CORl01-2EaE,S6FhkU3A-Lkn0,mmQhaPN5-SgTH
AvFwFrgm-lzKw,Medical,A,6000,8.49,1,0.32,ou0CjqDi-NRfi,AvFwFrgm-lzKw,zgod3RQ2-TIGo
h5wjR4wP-IWbi,Debtconsolidation,B,13200,9.99,0,0.24,aRG9r7Zm-7U4L,h5wjR4wP-IWbi,9I7A4B5X-jtCQ
zyMy1dI6-AIIR,Debtconsolidation,B,25000,10,0,0.2,5x1P09xx-WBPZ,zyMy1dI6-AIIR,Rn0Fmhtu-sBTb
MHRvtjRz-dyQD,Education,B,8000,10.59,0,0.18,wpeFwKUn-ytZN,MHRvtjRz-dyQD,wc3YakRS-QZpy
fcfDD8Hp-yset,Personal,A,3000,NULL,0,0.04,OnJwnc8n-PInK,fcfDD8Hp-yset,MtRnNrPy-cdAO
2jpGBcJS-BUcF,Personal,B,9450,10.37,1,0.41,DctcY60j-kELl,2jpGBcJS-BUcF,7kEAIiUe-wpoq
KHHH83dL-MwGU,Education,C,10000,13.23,0,0.17,mYNKQFg2-sDoo,KHHH83dL-MwGU,9yv56XDh-n6lK
xNMkFSGU-7cR9,Education,D,3000,15.33,0,0.07,ES1Fv60y-afeO,xNMkFSGU-7cR9,HIxlExtE-3NyN
PMv3AJI0-eh9P,Education,G,20000,21.21,1,0.28,dDy8hv2S-nevH,PMv3AJI0-eh9P,37k2miWb-Z73p
LggsfLZE-Sr6d,Homeimprovement,B,24000,7.49,0,0.16,sFWkSz9E-MQ86,LggsfLZE-Sr6d,mQQdRxuZ-XkgT
A84F2sN7-RvWF,Venture,A,7600,6.62,0,0.27,wmasRQ18-6OlQ,A84F2sN7-RvWF,gFg3A8h4-Nuj9
E5LOrsRX-BOPn,Venture,B,8000,11.14,0,0.13,dPhySvJb-nX5o,E5LOrsRX-BOPn,MTxEy3Ii-RTNT
bjaAS6jD-DNLx,Personal,A,4000,6.62,0,0.06,wifgkW8t-Rwcx,bjaAS6jD-DNLx,1e4bhr47-AaX0
ocWquD8E-Y0gN,Venture,A,22750,8.9,0,0.35,kb5zM8Fk-ZA0H,ocWquD8E-Y0gN,PdZ7BLNf-Smaa
u0KBFh5t-banN,Education,C,NULL,7.88,NULL,0.12,dnmeKgYq-ZlsH,u0KBFh5t-banN,w9iR6Oxt-S2dr
DjlXqF59-ke7v,Debtconsolidation,B,25000,10.38,1,0.33,CmmG9ZBY-lujs,DjlXqF59-ke7v,8gqAXRyo-fro7
qQLN883u-CzaE,Personal,A,4000,6.99,0,0.09,r4eUHgTA-YFa3,qQLN883u-CzaE,ghJXPrBJ-rcSl
2iNK589o-pZw6,Medical,A,22000,6.99,0,0.14,2wWdPLw0-ay8q,2iNK589o-pZw6,dvwktake-PpbR
cRiBSXby-hWA2,Homeimprovement,C,8000,13.8,0,0.15,XJmiGoOz-W1qy,cRiBSXby-hWA2,pyDB6OGd-bJYb
CFbG5r7k-REle,Education,B,8000,11.49,0,0.11,pKD6MyQR-ilic,CFbG5r7k-REle,eRzPrYOg-y3uS
Z0xZENU1-LvFl,Medical,A,3250,6.99,0,0.1,rzRG2sGR-9WZG,Z0xZENU1-LvFl,XXSLUTQa-m6NZ
kca2NMXg-pLQK,Debtconsolidation,B,20000,NULL,0,0.29,WuZk1Uoz-Rzxy,kca2NMXg-pLQK,cbnIraLj-hjkT
OSQTqCrP-jn9O,Education,B,5000,10.38,0,0.04,S2sKAYhi-lLOg,OSQTqCrP-jn9O,Wpat1AwL-3Zbe
6JBiCCEv-74pO,Venture,B,2800,10.65,0,0.02,9wLYFclh-R6g0,6JBiCCEv-74pO,5hDchGK4-mb7N
NgdtJHy0-9LPm,Personal,A,2000,6.76,1,0.03,qCbMQu5R-CBCf,NgdtJHy0-9LPm,hFIePSBW-ycyy
BbWflIJa-jKkJ,Debtconsolidation,E,5000,16.45,1,0.07,6EEUKwoP-lIci,BbWflIJa-jKkJ,uSwEedep-bndC
TmhiQ9ng-lgl1,Venture,D,12000,6.99,NULL,0.11,nHql2hX9-nrjW,TmhiQ9ng-lgl1,isOsW5yU-9gJw
IA7xyPRx-Bfef,Personal,B,5000,NULL,0,0.15,Ak3wDfK4-eGax,IA7xyPRx-Bfef,SY34qQOl-U3vH
bscgrhOe-RUzk,Personal,C,3700,15.96,0,0.09,oP1GtI4D-aT22,bscgrhOe-RUzk,y3MgiUko-QuAE
NiTKgsC9-faX4,Homeimprovement,A,6000,NULL,0,0.12,0R2gggUo-Ohxz,NiTKgsC9-faX4,CCtTjiHA-tIL2
nLUfg3bs-fiBQ,Education,B,8000,11.14,0,0.14,etZAwFnE-biiJ,nLUfg3bs-fiBQ,aMJf1NEJ-xT4z
GcpOLqHC-2I9G,Medical,C,24000,13.85,1,0.33,XEO8Qwmd-wnKy,GcpOLqHC-2I9G,aTkl2rgA-wy4C
UuEz80ff-WC0P,Venture,A,6000,5.99,0,0.11,hK30WCXI-u12O,UuEz80ff-WC0P,H4vKkyvo-ImEW
Xizkscuu-YnMZ,Medical,B,28000,NULL,0,0.22,DKPY1oGk-p6ku,Xizkscuu-YnMZ,itqCEDGU-G2OD
0Qz5bf5b-X8qh,Medical,D,10000,NULL,1,0.1,T89eRv1g-74rG,0Qz5bf5b-X8qh,mZyOrsc2-MkQn
ei1Zpuut-nEKT,Medical,B,31300,11.71,0,0.54,qfyxBrZl-2WxD,ei1Zpuut-nEKT,6pdYyGKz-yP2o
yZwcpIWp-EreH,Personal,C,10000,13.61,0,0.11,LgGCjG99-k6vG,yZwcpIWp-EreH,S5UYItWv-LOEv
ID4zSisI-lwnA,Education,C,10000,12.87,0,0.12,sq6RxejH-9F01,ID4zSisI-lwnA,kIQHPnjn-4GOQ
NSdgLMfg-PhAY,Debtconsolidation,B,10000,12.69,0,0.1,c3zLB1fC-UAax,NSdgLMfg-PhAY,UuOxihrI-f2uk
XKkzTMTb-mDnr,Personal,D,9000,15.99,0,0.2,MQJOyyky-oJac,XKkzTMTb-mDnr,2Z1zAfqK-qzCq
mfJgxNxS-fKI7,Education,B,4000,8.7,0,0.09,yr885g5u-gfYB,mfJgxNxS-fKI7,Uq4zti1m-TXCU
D0zQm6R1-LuUz,Personal,B,8875,NULL,1,0.31,LDfz6QfW-wtQJ,D0zQm6R1-LuUz,SClJ5Oui-qaMe
Qbcv7rXq-P4ed,Venture,A,10000,NULL,0,0.11,S80JTUi1-fDRb,Qbcv7rXq-P4ed,hv67daBN-5Hpt
uBTcyi8e-1SEZ,Venture,E,14000,NULL,0,0.12,xhelc67I-xZBX,uBTcyi8e-1SEZ,8qXvD7Jg-KjHT
hyHqYZg1-NoSj,Venture,D,4000,15.65,1,0.3,5ZBotBHW-DMNx,hyHqYZg1-NoSj,omcEObia-8jev
4b3Qhcc1-2mYT,Venture,A,6000,6.99,0,0.08,xIFdUFpM-5BJx,4b3Qhcc1-2mYT,LGhQq7Rh-Wqfk
hUSTcFFR-QpJu,Personal,B,10000,10.37,0,0.17,OclYfiFY-v0ch,hUSTcFFR-QpJu,Y6mjjLUh-7kzT
TwHN72cw-E4Y6,Medical,B,8000,11.99,1,0.32,YI6u4mRw-fawc,TwHN72cw-E4Y6,fhQP3KtK-50WZ
rZ5o9rZK-bsiI,Debtconsolidation,B,20000,11.48,0,0.11,DYNZXUW0-wBo9,rZ5o9rZK-bsiI,DnxQiY0k-1tsX
ggxx2WgX-tzuL,Debtconsolidation,A,NULL,10.25,0,NULL,TAS04XM6-yWTf,ggxx2WgX-tzuL,zxniYAQ5-vowi
mKv8mLtN-PcAM,Venture,B,15000,10,0,0.19,rLMz4lH3-LkR5,mKv8mLtN-PcAM,f0uGiNWd-W3cU
iJQDYuAp-Q0N7,Medical,B,12000,11.83,0,0.12,SacpWMzX-28F7,iJQDYuAp-Q0N7,Re2Nm517-cEKx
1vDpCJJp-7b3U,Personal,A,28000,8.49,0,0.33,Te3xPe9G-TWBM,1vDpCJJp-7b3U,MWmw21GW-92MI
wwbxzepm-khTd,Homeimprovement,A,8000,5.42,0,0.14,rMgD2sEC-TZcM,wwbxzepm-khTd,3YPFcLq8-1lAU
72Zcf8Rf-ytYM,Personal,B,2100,NULL,1,0.03,6aZpssH9-Tf2d,72Zcf8Rf-ytYM,rbdBPMb0-7DlR
CIFRdmBv-iAdN,Education,C,34000,14.79,0,0.14,Zu2arICK-Ghs3,CIFRdmBv-iAdN,BXUEqodm-3YNQ
jiS8TDUk-87Jt,Venture,C,4000,13.04,0,0.12,d7s3qA72-fgzW,jiS8TDUk-87Jt,1DykkJEm-iMCi
TMtBy0Gm-wcUv,Venture,A,12000,6.62,0,0.16,zvazHU4O-qMrW,TMtBy0Gm-wcUv,DHc1PRvp-LkZK
Q5H2wXOy-FFWX,Venture,B,4000,NULL,0,0.11,CulGLvLF-2hor,Q5H2wXOy-FFWX,e5rJ86Me-geqX
I8rTlR41-vrui,Venture,B,22800,NULL,0,0.18,GAFjN6zh-R4Ri,I8rTlR41-vrui,EATXmoqG-726a
BTbB0li4-Q2yn,Medical,D,20000,13.98,0,NULL,osUxCIyh-WpOQ,BTbB0li4-Q2yn,ghal7FDz-QmyH
xekh9oAq-zA9R,Personal,B,23500,NULL,0,0.4,A79QHZo9-bvKY,xekh9oAq-zA9R,NuFnO3LS-agF7
rT3tjtzC-pNTp,Personal,B,6000,11.48,0,0.1,PmwGBJgT-9IzQ,rT3tjtzC-pNTp,gjqC2TQ4-ZNG2
ukAakxux-JlCW,Education,B,6000,11.86,0,0.17,3BgX7GLc-QnKy,ukAakxux-JlCW,XboCDDcA-28Mc
SUDMXltm-SFGI,Medical,A,4200,NULL,0,0.18,YhwjH13a-kDpE,SUDMXltm-SFGI,gwkxrmer-dBf5
w7L7ckTp-0PMv,Education,A,14000,7.9,1,0.36,pFypCFnB-cJgs,w7L7ckTp-0PMv,JP6YhwEt-mq3L
uBwiQ01a-m6eR,Debtconsolidation,C,8050,12.98,0,0.2,wrGxtmxk-cRAy,uBwiQ01a-m6eR,596FYAWm-IDuk
MpARneWA-IReq,Venture,B,15000,10.62,0,0.32,MA82D4lr-w1SM,MpARneWA-IReq,rwz71GNQ-48lE
vM7UKr32-XmfB,Personal,B,10000,10.38,0,0.11,1XyOsDjl-u67M,vM7UKr32-XmfB,vijxUTUq-Ykbq
DEyRkMSW-9dTx,Personal,B,10000,10.75,0,0.28,B19dM6YX-rmze,DEyRkMSW-9dTx,3ncIQliD-NWEs
eqGggawG-7DqN,Medical,D,1500,NULL,1,0.08,EhmiqGnh-d3Hw,eqGggawG-7DqN,a22lpWId-0fH8
X3feMhB7-YzFW,Venture,B,15000,10,0,0.29,K0q8Ucak-QPED,X3feMhB7-YzFW,aKqefsjB-CUHv
lFuDSHc7-4ig3,Homeimprovement,B,7200,NULL,1,0.24,RK7rCc7j-J9CJ,lFuDSHc7-4ig3,vFcZwfSI-YWCK
CicTb45k-KOTn,Venture,B,5000,11.36,0,0.06,XSEQhS0U-9m3z,CicTb45k-KOTn,njI5FXI8-asB8
ZhEzOtHk-Sb4f,Medical,D,12000,14.96,1,0.16,D4WBo552-E7mC,ZhEzOtHk-Sb4f,nYMEK4qj-GRww
4HY0tasO-qxAq,Debtconsolidation,A,4000,8.9,0,0.08,DjhdxCLg-3noD,4HY0tasO-qxAq,vTR1uReb-CmPC
l3iwzDUO-oGWv,Medical,D,5000,16.49,1,0.08,TyZqgc1q-gMeU,l3iwzDUO-oGWv,cZYYXKbW-RK2P
4OfUhHBH-Io3E,Medical,B,10000,10.65,0,0.15,NSutzjdy-8TLN,4OfUhHBH-Io3E,ACBJfk6v-L4jo
HXEBklu1-xHfP,Debtconsolidation,D,10000,15.95,0,0.2,HAxxbnvs-n4PH,HXEBklu1-xHfP,84sI9w31-hH8Y
wgFu5uz2-ON8k,Medical,A,10000,7.9,0,0.23,MKSps91r-d50Y,wgFu5uz2-ON8k,S0rH6A2k-3d3O
q5fIUdn0-W2oo,Debtconsolidation,B,12000,12.42,0,0.34,eSHLi6xD-3IC5,q5fIUdn0-W2oo,92kuXG2M-ucRE
zUlN3LrO-lIjj,Education,A,3600,NULL,0,0.08,NLLWETKL-1dKi,zUlN3LrO-lIjj,NC2AE6al-yScT
WRbFhSng-SpLX,Venture,B,24250,12.53,0,0.24,ytbpcKTH-tlBB,WRbFhSng-SpLX,RsEeAjEz-U3NJ
9XmhpdHj-A75U,Venture,B,6500,10.74,0,0.13,vWKldMeR-i857,9XmhpdHj-A75U,uHcStFs5-9O7P
tAjsqsdy-D1bo,Personal,A,10000,5.42,0,0.18,ytGeFfy2-MncN,tAjsqsdy-D1bo,zOZrKo2W-0XHo
ZDwAaxv4-8dPP,Medical,B,12000,11.99,0,0.22,JIyHO05Y-znTu,ZDwAaxv4-8dPP,xGX8Nw1p-Oqbn
EOZ1pbmY-UPGQ,Education,C,6000,15.23,0,0.09,CTpac9Dn-r23M,EOZ1pbmY-UPGQ,fuEHawq2-8Msm
pGHejuXg-tnm9,Medical,B,7000,10.62,0,0.34,PbGwygUj-HL1f,pGHejuXg-tnm9,L08eskYo-HYqn
rtJnfgp8-XfcR,Education,C,4800,14.27,1,0.11,4SxNlFBx-uzEh,rtJnfgp8-XfcR,RLbw3GYc-g388
qBpzbf6l-CEXj,Venture,B,6600,10.99,0,0.06,jKBAchaZ-kdOz,qBpzbf6l-CEXj,gpSHBX4O-wM20
nxd7YknT-0nUe,Debtconsolidation,A,3500,8.32,0,0.08,MKpUpzSq-t1vn,nxd7YknT-0nUe,BSFBBdFz-RvlK
OELL7rnp-rFZB,Personal,A,19000,6.54,0,0.27,OXFPB9BF-LfNx,OELL7rnp-rFZB,b5REsuSE-TIlP
8F7KYwI2-wE2v,Debtconsolidation,A,12000,7.29,0,0.21,48igauHC-YZ3L,8F7KYwI2-wE2v,gs3HlZPA-pF7E
9xJkOfHA-PNUo,Personal,D,9800,15.99,0,0.07,skZsP8GK-QYQd,9xJkOfHA-PNUo,kfH11oDg-q08P
uusbSHNI-pLq3,Personal,D,12000,NULL,0,0.07,uoZxdauW-UKHs,uusbSHNI-pLq3,sURp1h6Y-LFqa
wgLg7p2i-aNLH,Education,B,6000,11.83,0,0.24,6WwfrARC-fmHv,wgLg7p2i-aNLH,ky35czUF-PvkX
JJz0Xe9H-KnDp,Education,A,15000,7.9,0,0.12,RnK6pt7p-au0R,JJz0Xe9H-KnDp,JlK4InWg-gWc3
ixYLE5rm-JQwu,Homeimprovement,B,3500,10.62,0,0.05,nnjdPj8K-Tt9z,ixYLE5rm-JQwu,d9L18IUe-qPDh
nih9UFpc-5tJO,Personal,B,8000,10.65,0,0.15,eu3AcmEy-5YED,nih9UFpc-5tJO,umcnOWgs-wHvl
Kgd8xkLW-2Fnr,Medical,B,5200,11.71,0,0.1,ToJSEYX0-vJp8,Kgd8xkLW-2Fnr,bM2gJvBN-kB2L
LltLi4dH-rJrz,Venture,C,1900,13.49,0,0.06,yGTtBHE5-mAHE,LltLi4dH-rJrz,jeJKjBJL-Gz7l
cR2iOwWZ-mplU,Education,B,6800,12.69,0,0.2,CQOv9p7F-dof0,cR2iOwWZ-mplU,jpvrt6y5-Kra4
Ptnh5ecz-rxmn,Education,B,9300,11.83,0,0.1,YraeJwGg-Bgu6,Ptnh5ecz-rxmn,7reIp9Je-oil8
MFe72Ffx-IyOP,Venture,C,5000,13.72,1,0.35,7YUdN6p9-xkxt,MFe72Ffx-IyOP,TE3xwOWi-e75K
HS2E78Ly-ECxk,Personal,B,12000,10.37,0,0.14,dWqOftcE-hed0,HS2E78Ly-ECxk,riq40PWW-ltyh
KexL4HBq-S9bO,Debtconsolidation,B,10000,10.99,0,0.13,jcgtFfXv-dZRl,KexL4HBq-S9bO,XvmoUcCc-iFeU
Irttxoze-1fkb,Education,C,7500,NULL,0,0.16,rAYoEJGZ-88wu,Irttxoze-1fkb,gm1RNckK-0XXg
PY0n1jQq-Toiw,Education,D,14000,14.84,0,0.23,rt17d6XM-bKtO,PY0n1jQq-Toiw,DQkRlunX-0vAO
2uWiFCPy-E5YM,Medical,A,15000,6.54,0,0.3,i81zED6f-ASy7,2uWiFCPy-E5YM,Q159LZd2-52ye
rCU2jxkM-Mfkq,Homeimprovement,A,4000,NULL,0,0.11,juUkwgv8-YfHa,rCU2jxkM-Mfkq,ytQE1MO9-5i2J
