cb_id,cb_person_default_on_file,cb_person_cred_hist_length,person_id,loan_id,cb_id
bo7tcWvF-ppSp,N,3,ZrDkxOIJ-toI3,0rcJfOwK-w7cu,bo7tcWvF-ppSp
Q1qWLBR8-f6Fb,N,10,PzoyMy85-FH14,rZmqitFk-m0GA,Q1qWLBR8-f6Fb
dabl6mkn-QqfY,N,2,0PAPNDD3-sNbr,ULI4Ilf6-dXqe,dabl6mkn-QqfY
09Q6fXon-htZI,N,5,Ejximamm-Sjhx,mZKurHKe-uTLi,09Q6fXon-htZI
f7LhGcZb-pxt0,Y,3,AxtowCJl-D8ve,Gc3QQflU-3gOG,f7LhGcZb-pxt0
kTDUrHh3-iXUy,N,10,O4SMWXnE-UQEa,sSO7SKr6-eN2C,kTDUrHh3-iXUy
pJrmBWDD-3UmD,N,4,B61FfrJA-ulFL,HzEkrhsK-GiP3,pJrmBWDD-3UmD
abRQIXsW-h7w5,N,4,719EKu57-mFIY,62HjYxKI-4Jee,abRQIXsW-h7w5
W2tj84dx-oUPY,N,4,XSXPRal7-18oY,n6beX4Pt-8fgJ,W2tj84dx-oUPY
G1CvPorY-c99U,N,8,xzlJxS5C-8OGu,ExuL2EA2-t1ie,G1CvPorY-c99U
adwuOXyZ-kDq9,N,2,9eP24Xkj-n5yI,uCAElyDu-KcwU,adwuOXyZ-kDq9
rbOXYs38-xaHK,N,2,SWiIGmFJ-9O2p,vFUXndwK-Wn6z,rbOXYs38-xaHK
WjA8Aj5Y-B54e,N,15,6xhejeBw-01I3,YNk66RWl-m0S8,WjA8Aj5Y-B54e
gTPFrG2i-2gBY,N,8,2X8CXMoC-fmRn,8ZGCaE9C-9hep,gTPFrG2i-2gBY
x7Hvd1JA-vxk5,Y,7,cxR05Dqx-Qsvi,dJOmBtiF-k3oR,x7Hvd1JA-vxk5
oUE92Y5P-m89z,N,2,TQcNeNYU-uUHU,yaI0jalA-wZd4,oUE92Y5P-m89z
GsvOuDTj-HjAh,N,13,uYOSnbT4-TI8G,zWFH543K-8fAG,GsvOuDTj-HjAh
UIC3wOWF-bkdF,N,5,BQGi6GHs-zQXn,bK1d6Fpm-0Anb,UIC3wOWF-bkdF
Eq1kDp4Q-jS1N,N,3,hJL7jshj-RXs4,ArnRXUTn-Cp9s,Eq1kDp4Q-jS1N
8TPFqwXl-XYhb,N,4,iTSqzpHj-ZASa,CZbNUP7e-zgfl,8TPFqwXl-XYhb
G07Z61LO-1NZG,N,2,uWZ4RUBj-xdwu,XR9gCOQU-lBil,G07Z61LO-1NZG
YibW2Wkv-imQ1,N,7,NOLWlRrQ-n9yU,2QOleKQC-M9i7,YibW2Wkv-imQ1
WcqvDHsu-dilL,N,4,jGaIUqR5-LXiL,o9R0aGwn-UdgN,WcqvDHsu-dilL
ouBwOfhi-RrpW,N,2,kLZtIw3I-8LPU,sClyXdDz-ClzG,ouBwOfhi-RrpW
EtHgikJc-0dOc,Y,10,3UzKdQbt-PeAK,7JZcCkh2-SJFS,EtHgikJc-0dOc
DMfglE7g-SeoQ,N,3,GEc77D6v-uxck,NH0cpll7-Gk8z,DMfglE7g-SeoQ
yHdWF1MP-HbnH,N,4,gj3cWbL5-lXZl,6qG54MQo-r5TH,yHdWF1MP-HbnH
Ft2l3jwo-Sqwz,N,3,udS00u1H-Bo0q,r8UfcwyW-sQqF,Ft2l3jwo-Sqwz
9GKe7fsL-Itlx,N,8,OYI9MMuF-OXKi,3f6SCC5J-anj4,9GKe7fsL-Itlx
SPfI7IaO-jPtK,N,3,1SCNkZcm-kN62,O1XkAUhf-rhRK,SPfI7IaO-jPtK
FwF0BG54-JOUj,Y,7,0Ht5Pphd-rhQa,TLhuGF60-BUul,FwF0BG54-JOUj
1l33QP1m-eBrG,Y,12,zgxdPUii-HW8p,rjYOf8x5-hUD2,1l33QP1m-eBrG
tMSFHQBj-iQGg,N,24,BKJMkBBH-zuMd,x77IRDxR-hO6i,tMSFHQBj-iQGg
DtIw1bfx-dD3t,N,4,BopwyaXj-Nx0W,q9oB4Mcy-isNZ,DtIw1bfx-dD3t
s7RvADhv-9840,N,4,nmoEPB7z-5fGw,iEHuKufD-Rfty,s7RvADhv-9840
bUuT1cWo-6RJK,N,10,WeXuHF5A-auMb,RdrpOPpz-l7Dt,bUuT1cWo-6RJK
agEYSwjD-GXze,,14,a5XncrhR-yumP,8Z0t9jmq-3cjC,agEYSwjD-GXze
ihxuG3Os-zjDv,N,3,8PEHJ32n-MtjK,C4SY7pxw-TISs,ihxuG3Os-zjDv
ot51xz1G-RHhy,N,3,ioeR1ZJh-3Kbs,ts0vlbKi-1qas,ot51xz1G-RHhy
wW0NRzzZ-OwKb,N,6,QY6Y041D-4dv9,8hf9XCGa-WGkI,wW0NRzzZ-OwKb
msCkUzWE-asef,,2,3oYidF83-UxrL,eSApol7j-uxYB,msCkUzWE-asef
Q0Dsa76q-Bc4J,N,2,birvKGRl-vbBL,S0d7rvEE-D4zK,Q0Dsa76q-Bc4J
XGI8zSfY-oqb3,N,2,4qlJIMJt-6NoM,nlQGBxZh-UiF2,XGI8zSfY-oqb3
PMw3ADpA-vC6e,N,4,3yRbFF0R-NXBH,AmTH6xRj-19yg,PMw3ADpA-vC6e
hEm5XaQu-JGf0,N,3,xDPn8EzO-CJUs,gtUFhrtr-Dsfa,hEm5XaQu-JGf0
imPE4OQ1-bftl,N,2,pqKhJblB-fnAr,Yl2Y18PN-yAiC,imPE4OQ1-bftl
B1qRN5Iy-RQA5,N,9,809UPCLt-Qiq6,ku4sKPK4-4wxx,B1qRN5Iy-RQA5
XFLlbXcE-Z3dS,N,8,CGa6lLkQ-0Ejp,hGp0Lybv-ENae,XFLlbXcE-Z3dS
GixFba3D-qZWS,N,3,kW5KRkEq-givL,BLsqNIdh-DKMu,GixFba3D-qZWS
jGX2j0MK-TUqF,N,6,Cbr8AoUa-Aw9U,rYhbYmG8-5QTZ,jGX2j0MK-TUqF
cZYYXKbW-RK2P,N,4,TyZqgc1q-gMeU,l3iwzDUO-oGWv,cZYYXKbW-RK2P
y7JHoaYP-3LIe,N,7,eJWNNhYF-Tq2u,Npfhf40L-PxhW,y7JHoaYP-3LIe
wEZBJWvK-PpO2,Y,8,Rz7ThZ6T-7mtk,RI5pFqCE-Z6al,wEZBJWvK-PpO2
Jm5FUO9G-2bbF,N,2,OMn8IjC0-fAL0,jHHZF4vl-n5qe,Jm5FUO9G-2bbF
JkrkIzEJ-qJ1a,N,3,pf235SPr-ZlwA,7k4vjdb2-mfQU,JkrkIzEJ-qJ1a
8ThRyHJe-7KOg,N,4,krrxJbN8-bnjb,d1c6xP4m-q0Px,8ThRyHJe-7KOg
iNIECS60-NYuQ,N,6,hpDfojk7-nckM,15z5a0S4-RiL0,iNIECS60-NYuQ
AfOOMl5E-McSz,N,4,tmsGl2xI-nRkb,f6mf3c2Q-UElP,AfOOMl5E-McSz
guy1pNBE-zn1y,N,3,o5WCO8BJ-ROYS,01FIHHMh-j1PZ,guy1pNBE-zn1y
Fm0Kf6lw-au08,N,15,KNa1PRqi-SSO7,UmHxafKA-iEEg,Fm0Kf6lw-au08
yExqp9bx-YPaI,N,4,FhrB11ox-1Z8s,DxwnHGnB-jFY4,yExqp9bx-YPaI
ShZ5rbXJ-AS3A,Y,3,PBT3mw2C-MhuA,TgZgRIY3-1cCj,ShZ5rbXJ-AS3A
7uNSGTgS-vh6P,N,8,GurxF3bh-ova4,FZaIXAF9-vq6X,7uNSGTgS-vh6P
L80XeSyb-Yp0l,N,3,hd7ey1TB-uelW,EbXIMR5n-OYzt,L80XeSyb-Yp0l
Xe0Aj0g0-dRp1,N,7,9990SZcu-6bxh,r40uIrKo-38sd,Xe0Aj0g0-dRp1
hUNUnMHt-j2PS,N,9,PreTvTHw-0Rmd,CwWojZnQ-mdG8,hUNUnMHt-j2PS
394ewk7f-jKja,N,3,CZfbthO2-oflM,YZxWleUS-w4Tp,394ewk7f-jKja
dojYZ3Ie-WlX4,N,15,1JnqA9F9-78JP,EvtBzav9-5YiQ,dojYZ3Ie-WlX4
7mSftD0H-FDIl,N,4,gsaujmUi-KEsJ,1gkianqA-mnh7,7mSftD0H-FDIl
YpuTDOhr-LIg5,Y,10,k5SQwikK-OO3Q,NmzRwrDc-6Nfb,YpuTDOhr-LIg5
mkF0AwOe-mlAr,N,11,KjlXTNZr-0TKv,x6d5ip6L-8tN5,mkF0AwOe-mlAr
glK1lvNX-gIpE,N,2,Gk0dktnh-QjC2,756m6g0L-f7UI,glK1lvNX-gIpE
ZHOsZo4N-u9Ym,N,2,q0u4Bm7L-HBuD,zHXuaS3L-GGsk,ZHOsZo4N-u9Ym
pMrhufuy-ea7b,N,12,eZoJPkfY-cxWf,C8Fem1iX-RGlw,pMrhufuy-ea7b
abefGYRQ-vKpB,N,3,8mjv8tzs-CGDh,6H8arzzE-AhDB,abefGYRQ-vKpB
yYRnTPIs-xtdp,N,6,yLZkGx9v-6frG,Ih8y5l6j-fDUo,yYRnTPIs-xtdp
QkH2I44K-dyzK,N,3,p0ffWZEt-18WI,IG03Cbwy-yR3M,QkH2I44K-dyzK
DPrauYaI-2Un2,Y,5,dj7NRCWe-PR2s,gTl1pTWu-9fTz,DPrauYaI-2Un2
64Ru2sKM-3KeR,N,7,ctBLjnND-MwGh,fjBbYma5-ikz0,64Ru2sKM-3KeR
TmeHDnmy-N1BC,N,3,vXXDM4wP-y92v,cHBr6Qyq-mCXI,TmeHDnmy-N1BC
HFTs1eRL-eYnB,Y,13,4pUq8OUI-4esP,QC9NptvY-bRWq,HFTs1eRL-eYnB
eFA9boIX-xFlU,N,4,CtuaRMxl-JEPd,ThloqQDx-nQEL,eFA9boIX-xFlU
v6EIFId1-Fkkn,Y,6,cYYNiNKz-fZY6,giyZvDWq-N8kW,v6EIFId1-Fkkn
K5B66zJ7-WkSX,N,4,YqgJKiAl-UEl6,ntCJBIS0-ct94,K5B66zJ7-WkSX
cFKDZFdI-Cdol,N,2,9NYbydDU-EDOW,g1PPWuWA-FFR8,cFKDZFdI-Cdol
4xEPfZBu-Zl6Q,N,7,cvLemZtz-G3Im,zoQsaaY0-tGDE,4xEPfZBu-Zl6Q
0EuDdfgj-EaLa,N,3,IuS3I51A-p9Ae,m2RwAlFF-2DAQ,0EuDdfgj-EaLa
HkkZjZZ9-R6tp,N,9,68E8fIQC-RWmq,oWSMkfEW-ftX3,HkkZjZZ9-R6tp
iyGFaTTD-7aK0,Y,6,oYU9kEvh-dEGY,jRFZLwG4-vd8n,iyGFaTTD-7aK0
TXJJXafL-Npvl,N,2,r82uoX0T-qaGo,okLiP0vU-YeC9,TXJJXafL-Npvl
yJEfU1DQ-DoPn,N,3,8M1xAaF0-gBJl,FJky53Un-eEAo,yJEfU1DQ-DoPn
5vafXRAW-5Ku9,N,10,YzGMx8PU-WpHm,FDwjGPeT-NFnu,5vafXRAW-5Ku9
q71FhGYl-BRyz,N,7,1QnOzAoH-8pJc,RQ1LENav-di4q,q71FhGYl-BRyz
g2PofucQ-RYeF,Y,3,welQh13N-f9Ku,d3oYLvLn-pK6R,g2PofucQ-RYeF
QH8FZyvz-tLHY,Y,7,c96pe9Be-UiWp,HvA03zI6-0s8S,QH8FZyvz-tLHY
K6wcElwd-Lsap,N,13,NISBSkZh-H5fK,iA8EB6WU-KDKQ,K6wcElwd-Lsap
ebUOuvzC-UZkx,N,6,hK8NCwr2-CD2v,LtFLs1uf-OG1E,ebUOuvzC-UZkx
R3qdMi70-7G34,N,3,Mz3X6EeT-pJ1L,ZqSxaZkv-LgGb,R3qdMi70-7G34
JuicOknm-xJQ5,N,6,2q2N0nqs-IMA5,uB1XMyNM-tMcY,JuicOknm-xJQ5
5sw3WNwr-Kvj9,N,7,L6b0OX4h-pC8L,QwuSg9fy-0EYn,5sw3WNwr-Kvj9
v1XKTFoJ-9Czj,N,14,yYYSZyJf-7Yf4,6HUXsT7Q-so82,v1XKTFoJ-9Czj
05dYFhEt-vnMD,N,10,aryduOYD-CWLi,fMC0PAhS-rS5q,05dYFhEt-vnMD
pJEy1dm2-mqyO,N,5,MgxacunZ-fHZ0,Ruvza2Qf-1vL6,pJEy1dm2-mqyO
bBcMqFRN-n5pS,N,3,YRITSTua-PHlE,TSt2TA7Z-CNdb,bBcMqFRN-n5pS
OAYmJ3os-82Hr,N,5,C9WWilMn-CUcB,T2uDNSe1-cW9q,OAYmJ3os-82Hr
hHsBNYcn-8rD2,N,9,Y9346dEw-rRWu,slfuGcsX-FPW2,hHsBNYcn-8rD2
jRIj612Y-8RYM,,5,Rrf5rhJ0-zkmP,4jMfrNkp-wfET,jRIj612Y-8RYM
giZCeEWr-9kAq,N,6,bBJHJdgE-0nft,KP4HlGHm-PSZW,giZCeEWr-9kAq
JOYnZ22P-0q5S,N,6,M5xwdKTb-kdrR,ZXktyFmm-fHOQ,JOYnZ22P-0q5S
q2cIkA0R-jZd4,N,10,fzeNNC4n-PMjy,MApqXex5-EneJ,q2cIkA0R-jZd4
QFS0Dgch-ycs8,N,5,Gi7l8tEK-JXJu,teuyFeqk-a7LE,QFS0Dgch-ycs8
eBfFe9kO-eopw,N,3,yrZmFb7u-8L2T,fxAKZ9R2-ixWy,eBfFe9kO-eopw
F1CLcqn5-rmk8,N,4,a2IryrpF-Fj0l,Bl3RPnfG-ve4C,F1CLcqn5-rmk8
Z3tooH9W-0WIu,N,9,DyCF5opI-epik,1ZE6c77f-R4jK,Z3tooH9W-0WIu
1vHwIEbM-ODJD,N,6,Dc1u0oFS-wQJI,s4z20Yka-wama,1vHwIEbM-ODJD
2pENtcn2-BErt,N,5,kuPWUrlb-x5Ep,zECRgyou-Hdvi,2pENtcn2-BErt
nN9gLZi9-t0OD,N,5,Zydhfhl6-BCIY,xUXASiRF-5ThP,nN9gLZi9-t0OD
7Gv7uJmx-J6nP,N,10,u2ygjcK1-jkW7,a5OtStP9-d2nB,7Gv7uJmx-J6nP
ryYigw6S-X6Gw,N,2,YsZiW4GT-9Y5g,Hej9N0SC-HxD3,ryYigw6S-X6Gw
PbhzEIvl-MtGG,Y,7,nzYP945B-b0lf,dxvuKkQN-O457,PbhzEIvl-MtGG
oRprqonk-EXZi,N,7,tQAaY8Hk-H0ag,e9CIoik2-qFhR,oRprqonk-EXZi
YKTjuAFz-j7bo,N,4,bdteUIEP-PIiL,NAFbN3BR-lo0M,YKTjuAFz-j7bo
9AvKzI5M-ixD7,N,4,3PJHa2Ww-kdsN,fWOQh3TI-Cu4E,9AvKzI5M-ixD7
Jt5u8IkZ-6WXZ,N,3,zrAjclo1-hPfT,QYGDxDrP-zgNf,Jt5u8IkZ-6WXZ
UWPOPJCm-oHT2,N,3,n5eTXclJ-4Imv,1d6HliID-WuPz,UWPOPJCm-oHT2
xROvA8BT-pL3K,N,4,bcv4FdIp-1rSo,SFflWSn8-ghJP,xROvA8BT-pL3K
jko5WbfX-Y5ik,N,10,osjgZmaf-wQiQ,EDw1ic9v-sYm6,jko5WbfX-Y5ik
3rihDhFp-IedS,N,2,tUBDe7b6-MHOA,PLFKpIh0-opn3,3rihDhFp-IedS
CHEmtLtM-EnT0,N,13,XMjbQd7w-8H8g,5kP1iIYh-6Clv,CHEmtLtM-EnT0
ebc50nxq-MKLs,Y,3,ZlOPZ9aH-lFof,0ebDDLh6-rkdQ,ebc50nxq-MKLs
0tEqFj5M-u9S0,Y,12,hJBx5Wyd-4fZ6,2HQDTosU-Th4D,0tEqFj5M-u9S0
iRKOptz0-LDjg,N,3,dxXw9Ryl-QY7b,3d51ePPu-v42i,iRKOptz0-LDjg
7EUEHks9-H9zY,N,9,StKNkCcj-vHWa,QgkQbwXy-lWve,7EUEHks9-H9zY
C3LdkHlP-Ry9J,N,4,GYN9XFX3-6eM3,Ano86hxe-KGjh,C3LdkHlP-Ry9J
k6jBU8Gk-cAkN,N,4,3fBBoNOi-CGWo,tyZCzHTe-6nOZ,k6jBU8Gk-cAkN
Jdb7sQs2-Bb8o,N,6,P60En8eO-W2BN,foYf5A6y-WaA4,Jdb7sQs2-Bb8o
38qNsjrj-NfAT,N,2,NLZA1Hy7-D5IQ,k97YRYOf-u5z1,38qNsjrj-NfAT
vFcZwfSI-YWCK,N,10,RK7rCc7j-J9CJ,lFuDSHc7-4ig3,vFcZwfSI-YWCK
9Pq4cUx4-wO6c,N,4,FK4Ou6bb-EGlE,nb1SfQ4r-at61,9Pq4cUx4-wO6c
tDFeme17-4a6k,N,3,S0IYQGCv-QFhH,srLkIHkH-cbAd,tDFeme17-4a6k
xbyRnLiB-JECj,N,7,2pfe4UXQ-P13z,gu7aDTuM-Qqed,xbyRnLiB-JECj
GS6of5WX-ib64,N,3,WFCdxJqm-cbo1,XXSFsgkZ-HnfM,GS6of5WX-ib64
1dKRQluJ-57S8,N,2,8XUUq7ht-R4SN,0Pql1Qn1-1csB,1dKRQluJ-57S8
3mJg0oHR-CjaH,Y,3,k9ydCZxc-tJyp,U8JbA6Mu-eM4t,3mJg0oHR-CjaH
Yi5121Xp-F8h9,N,4,D3s2oKdi-UJKW,QJI1SwoA-3yz8,Yi5121Xp-F8h9
GbTnL2Dr-xPvg,N,10,udIFjgYJ-F1si,HG6OWJRD-MXyu,GbTnL2Dr-xPvg
pah5lRKp-az4H,N,3,e8lerLDo-hclN,x72rd2lA-76Ph,pah5lRKp-az4H
P7XtWmj1-K27P,Y,3,s5ntaeYB-tDQj,oDWrZSO9-niyy,P7XtWmj1-K27P
F1D4KJjM-GSIK,Y,3,yl9ZY5ZN-HJJf,BUJyZZiq-ih8x,F1D4KJjM-GSIK
8trnfp2P-9g4y,N,14,lLqWwPkd-hEDZ,UHLgqrUX-mEIZ,8trnfp2P-9g4y
bdjbs99u-eU6P,,2,g0TM75yX-oFhR,MN5wa5WJ-bWAX,bdjbs99u-eU6P
6ggD6lwv-GwX2,N,4,97hgjJvx-Tt0H,c9An6L1f-YJAP,6ggD6lwv-GwX2
xKGg18CX-GG12,N,6,XpdHrvNI-UJjJ,PFnF6pHe-NBJK,xKGg18CX-GG12
wFPvQrMb-CDsa,N,16,DR5NQPMg-nzbc,QUs29nZl-YdIv,wFPvQrMb-CDsa
yKTZJdbD-wUE4,N,3,iDog39su-Kk3o,k5BFeUiO-aymN,yKTZJdbD-wUE4
LXY39b3O-BGJQ,Y,4,oGMlLurE-TdgN,4hcfUlWP-t0fO,LXY39b3O-BGJQ
mMTgD3WW-oYeQ,N,14,F7nadRyU-kk80,fARerh4b-6rHO,mMTgD3WW-oYeQ
Kd7NhYfW-EpOl,N,3,pDEeNJGy-4S97,pgYWvxgi-auHC,Kd7NhYfW-EpOl
7EzUNSD8-YCFK,Y,7,5QGZjIDz-OObI,lW2fk4uy-MxQ9,7EzUNSD8-YCFK
KM6ZqTWP-qU7W,N,3,8WPvrlYm-s6qC,MhkE6TIA-QrFj,KM6ZqTWP-qU7W
LA98YaoL-FL35,N,3,wP6Acupj-wxNI,0FSqmJQg-RICI,LA98YaoL-FL35
kkfY99c7-3jKd,N,3,YSLzz5iM-HRWS,X2cPGbMj-BrXQ,kkfY99c7-3jKd
YS6iUbrt-YpeA,Y,8,LZ08okJc-xFKY,mi2p6D3e-vamA,YS6iUbrt-YpeA
GGwxak8h-clj7,N,2,Pthz1hEJ-wnDR,FZDZoMSH-O74n,GGwxak8h-clj7
IaqRDgns-zX6T,Y,2,ofCJlfUM-iJld,8b2j3Lku-Lr2v,IaqRDgns-zX6T
Tlg4XgaW-UOAi,N,7,RpaAz4dd-j6Am,gS1mBuce-axdu,Tlg4XgaW-UOAi
5pSAKt4b-yTrQ,N,3,Ba36SvE4-OUlG,snc7PYtW-PlPq,5pSAKt4b-yTrQ
DL5AA3i8-zKti,N,3,SlLiWhSp-KWWH,PPjg3s8F-PxOB,DL5AA3i8-zKti
W9GMKhnn-qyBi,N,8,OCMnt2UF-LsEl,UCxq8leP-oPE1,W9GMKhnn-qyBi
UE9obZAS-F0bN,N,4,AFC91ymS-E9P8,cE7pxbSf-boyo,UE9obZAS-F0bN
6kTnoCtk-UGBx,Y,3,v1cUqkYk-kKUd,FP6ybzuD-jHjL,6kTnoCtk-UGBx
OMNU0b1u-ul8Q,N,2,cIzUaFEI-YJ8L,SEmtucbZ-dnlE,OMNU0b1u-ul8Q
x2sS5gPs-Jdgr,Y,11,O3gu4hBJ-jWf0,fllaKaiE-OFul,x2sS5gPs-Jdgr
YZzyUqpe-bSuz,N,3,iRhkE1Em-oNdH,TMkQfSPg-01hH,YZzyUqpe-bSuz
FqtaaBsM-XpJy,N,3,8rqq7RBp-EqFW,zzpyfzoF-Tl8E,FqtaaBsM-XpJy
TlTb5S09-2sjT,N,4,DcDIFjZz-6oLR,3MkX0Tt6-DM9j,TlTb5S09-2sjT
9En5piiv-mJos,Y,10,QvTIJWPG-dmBf,S2ibUvBa-lwlZ,9En5piiv-mJos
ILxGEAg3-xPCZ,Y,4,3KHaqTnt-yRXA,wUpOjRaw-sGRq,ILxGEAg3-xPCZ
ArWsGozr-m4WI,N,7,a5qWAeq5-0Cn8,WTi5geRz-9XMs,ArWsGozr-m4WI
lRpZoCA6-GUk5,N,10,IReGO9Hd-SamT,qzwOGnQ1-kraY,lRpZoCA6-GUk5
FXoCXpyN-Xo1b,Y,7,8rK4a6YH-4oSu,lw9vIi2v-akTb,FXoCXpyN-Xo1b
NDfpusLC-GM3v,N,7,ev5zRAMj-935s,ZL8bMKTC-QZsq,NDfpusLC-GM3v
MdX4R2IC-ECvi,N,14,tBL5YpgG-Qk11,oq4MASqI-gUbi,MdX4R2IC-ECvi
z3JItQDw-2xOF,Y,3,LTqAHvlv-nEPo,Dx4CvyuJ-gSjU,z3JItQDw-2xOF
CFegE1r1-oeni,N,3,WnCTP02A-GYbb,NulpfmU7-JTF5,CFegE1r1-oeni
NPKZ5Uuc-vQtv,N,4,1Zojn5f8-Cetj,3EqyLkHJ-75ws,NPKZ5Uuc-vQtv
1FBrskRk-aPqq,N,4,sq8GWYXn-TZtg,l44s8sOR-6tyU,1FBrskRk-aPqq
5T1Bkx5L-dGXR,N,3,WE4rCC4b-WY8X,MGpcuL2E-UyXp,5T1Bkx5L-dGXR
CNFfKUgP-wiXE,N,3,Jz61YR6s-T4Mg,eBYqlNb0-6gmF,CNFfKUgP-wiXE
mKGhSEoJ-E8K6,N,4,wOkFuH8o-uaYx,d9Rlw742-Wqi7,mKGhSEoJ-E8K6
PdZII3bN-EGDO,N,3,8IrTwtcd-fumb,XIigHhM7-4WPP,PdZII3bN-EGDO
pyDB6OGd-bJYb,Y,4,XJmiGoOz-W1qy,cRiBSXby-hWA2,pyDB6OGd-bJYb
fsWMA08a-suiO,N,16,8TeK4kgP-QI1Z,kEhGi4tA-6Ysk,fsWMA08a-suiO
nW4ZAj7F-fk3K,Y,10,GSqpsThQ-Thws,7K1U8AYD-2cws,nW4ZAj7F-fk3K
7R9Buvov-vddU,Y,10,Pd8Zi1IC-OhsX,f9Ap85Jb-0AGN,7R9Buvov-vddU
6qPFIuDv-FpGn,Y,4,egYX98kp-611s,DKrFrQyy-zSUm,6qPFIuDv-FpGn
IrCaSzOw-8hQ2,N,7,XA3iDwqk-vRFG,C25KEtSy-SK9l,IrCaSzOw-8hQ2
ERblssMm-ti3g,N,8,q9H24R4L-v6a0,p7k5bnMk-zX1y,ERblssMm-ti3g
b2d3RewT-77rX,N,17,JquYl1By-oY7x,ItxsmBgx-vqtq,b2d3RewT-77rX
GZrTi3NA-8Wup,N,2,nvXQnbtP-ySuB,fzwUL9ff-w7z4,GZrTi3NA-8Wup
kX3zuTO3-pwG7,Y,3,sJxQtgas-n0dk,JACb283o-xGmE,kX3zuTO3-pwG7
Xs9lCBYW-oHtd,N,10,WJRRYYy9-Bkv1,w5zYF6zm-gZai,Xs9lCBYW-oHtd
vMqUKLNm-stty,N,3,QjHemRlp-o68u,q383rHmi-FSrd,vMqUKLNm-stty
AnvunuHd-z0hZ,N,8,sygTvtBb-KDtI,520Qt7fr-DNqL,AnvunuHd-z0hZ
BEH5v6pK-mQrw,N,2,QPZs78A8-598k,l584Ta9G-ztge,BEH5v6pK-mQrw
veNfuWbU-RKQy,N,3,2q7U0Erm-YIGA,7pMYFZa0-6ice,veNfuWbU-RKQy
GlutSdAz-3FsW,Y,5,cLEfoFFD-mxAJ,JzPHhzL6-W7QG,GlutSdAz-3FsW
mclbrtO7-wfox,N,8,ejFfJa5T-a7yI,eeMIyOp0-Fl6Q,mclbrtO7-wfox
ECbuGA47-qwG1,Y,3,oQqu6D3v-87fi,uFzBQsuO-rBOj,ECbuGA47-qwG1
yyAi9EmJ-eSZi,N,8,ah3vvPaI-MeYG,npGU8f2c-np02,yyAi9EmJ-eSZi
TkiuWZJc-Ie5i,N,16,JierCHO1-hTPU,unGd8J2X-ZG0u,TkiuWZJc-Ie5i
ZpQkkEgF-fsyf,Y,4,pAuqJzM0-0pIl,5zhhlgEZ-jDrp,ZpQkkEgF-fsyf
jEQLKTih-rvXT,N,4,7Ko4ztDj-cmgC,SDjLMNs6-CCXM,jEQLKTih-rvXT
EsxgnWSi-BIYC,N,6,l7TW9gXn-boaJ,5Y7Pn42N-XXkC,EsxgnWSi-BIYC
PPrRUlSO-Ycy9,N,6,GIWZaxGe-rfyj,LF9xUFyy-eu7m,PPrRUlSO-Ycy9
8AEfB3qC-sdXH,Y,10,aPcJQvuS-9QDZ,HQptG5dv-UDLN,8AEfB3qC-sdXH
QszmRdAr-nzP2,Y,14,LPuCqbuO-LNHm,rs492bhP-25yy,QszmRdAr-nzP2
KgnEUBgu-FGwx,N,10,1ap5xb7I-1F5h,6qrZOwvn-qeSN,KgnEUBgu-FGwx
YnkZ4n6k-BkL1,N,10,lksAC1XR-TXDG,dXOGCICp-A2Jf,YnkZ4n6k-BkL1
KyxD3f6Q-xH94,N,9,CKUHsc4m-JJ9w,UBy35Czx-9ALZ,KyxD3f6Q-xH94
LnWt17Cp-nTGl,Y,10,SYaeSab8-Pvsx,kwxaSA79-YXvX,LnWt17Cp-nTGl
z0aJQYYr-cLe8,Y,9,Mip2AWkJ-P3pn,hYiyS81c-P3E9,z0aJQYYr-cLe8
dlpkn9Il-YuNp,N,4,7ikjwl3H-B127,bZah36nP-tcJ4,dlpkn9Il-YuNp
67uSXtfX-hmc5,N,17,Fr1chghp-Dvim,DEBqRZLu-TpO3,67uSXtfX-hmc5
5w6oBCDB-81hg,N,10,EGuaH6zf-GFok,kPBeXdxu-jW8L,5w6oBCDB-81hg
dYcEcvzu-cnxU,N,10,b6jdFL8N-7aMD,YZCoj56t-kxC7,dYcEcvzu-cnxU
gMGWGX51-qJmz,N,4,Q74BLY1F-hDFF,Q5CuzWnS-IPPj,gMGWGX51-qJmz
DA3bNFIu-hb7C,N,10,NpvTp4vW-Gw9v,7WUUuUc5-wmQc,DA3bNFIu-hb7C
Kx8DztJ4-6OAQ,,13,7R91u4gk-lEJc,nvvcLOJo-SQIa,Kx8DztJ4-6OAQ
Wnol2p23-aKEk,N,3,Ouu1gv1t-tSww,f86AeSGO-hQxp,Wnol2p23-aKEk
dKaGo2rS-49L4,N,14,6cRJ75JD-wAoL,fSW51c8z-hu6B,dKaGo2rS-49L4
qKtN90pb-eJ0o,N,4,U160dzvv-IBhT,QmMI9H0N-F7gr,qKtN90pb-eJ0o
EZ2TUGo6-I2yk,N,2,tjEjUgHy-o9Ty,hPm3Y2RG-Pozp,EZ2TUGo6-I2yk
Cax4f5Qv-3ekG,Y,3,BhPsY7Al-Pobg,pOid2kFr-113Y,Cax4f5Qv-3ekG
ZOw8WB8j-9pNs,N,9,TEmYeTZK-tNYn,GYPZSmfH-CwAN,ZOw8WB8j-9pNs
CY3Adk4N-ZtRg,N,4,MxTCtWUq-fEZO,lbynYPfk-Qp1N,CY3Adk4N-ZtRg
